gene	pvalue	HR	CI	nHighgroup	nLowgroup
DBNDD1	0.183066724205384	1.61432263429935	95% CI: 0.79 - 3.3	24	24
MPP4	0.183165070579722	1.59127719226088	95% CI: 0.77 - 3.29	24	24
RPS10-NUDT3	0.18317379886203	1.61403273879306	95% CI: 0.72 - 3.63	14	34
AL591441.2	0.183191825320514	0.289007995860653	95% CI: 0.09 - 0.92	4	44
RDH5	0.183216025313373	0.626438816068147	95% CI: 0.3 - 1.29	24	24
CX3CR1	0.183274415577434	1.59153844674899	95% CI: 0.77 - 3.29	24	24
AC024592.3	0.183334524096551	0.289359955590816	95% CI: 0.09 - 0.92	4	44
JPX	0.183346171998146	1.60361154718068	95% CI: 0.78 - 3.29	24	24
AC099329.1	0.183357374527083	1.58826492200114	95% CI: 0.74 - 3.41	20	28
AC011455.2	0.183370920570491	0.290065505389562	95% CI: 0.09 - 0.93	3	45
AC104823.1	0.183370920570491	0.290065505389562	95% CI: 0.09 - 0.93	3	45
AL365271.1	0.183370920570491	0.290065505389562	95% CI: 0.09 - 0.93	3	45
C20orf173	0.183370920570491	0.290065505389562	95% CI: 0.09 - 0.93	3	45
TXNDC8	0.183370920570491	0.290065505389562	95% CI: 0.09 - 0.93	3	45
ASPRV1	0.183381067095119	1.59175557315145	95% CI: 0.77 - 3.29	24	24
ATP5F1D	0.183445293958501	0.629754313504106	95% CI: 0.3 - 1.3	24	24
SLC12A7	0.183475172965252	1.6060263298243	95% CI: 0.78 - 3.3	24	24
AL513548.1	0.183504720805891	1.60207917392104	95% CI: 0.78 - 3.29	24	24
DKFZP434H168	0.183510888087037	0.292350986977284	95% CI: 0.09 - 0.94	5	43
LINC01497	0.183510888087037	0.292350986977284	95% CI: 0.09 - 0.94	5	43
AC007389.5	0.183540696542153	1.60008147782527	95% CI: 0.78 - 3.29	24	24
AL354893.2	0.183547101783691	1.59265720372608	95% CI: 0.77 - 3.29	24	24
WSCD1	0.183605972720017	1.58266257753422	95% CI: 0.77 - 3.27	24	24
AC128709.1	0.183620794967775	1.68734224886293	95% CI: 0.66 - 4.31	9	39
TBCB	0.183691869352645	1.61452572616365	95% CI: 0.79 - 3.3	24	24
DKK2	0.183734487984387	1.59131719906724	95% CI: 0.76 - 3.32	24	24
GOLGA8R	0.183781227474871	1.57989715280015	95% CI: 0.76 - 3.29	24	24
MRPL39	0.183857707019805	1.60491972519392	95% CI: 0.78 - 3.3	24	24
AC097478.4	0.183872206328458	0.504323174593818	95% CI: 0.22 - 1.17	10	38
AP005329.2	0.184025502055592	1.61196378788294	95% CI: 0.79 - 3.3	24	24
MTHFD2L	0.184127273282126	1.58789617915823	95% CI: 0.77 - 3.28	24	24
LINC02144	0.184183096814328	0.291361113124912	95% CI: 0.09 - 0.93	5	43
AC087289.3	0.184183723983222	0.620348731728435	95% CI: 0.3 - 1.27	24	24
CLVS2	0.184202649945851	0.560108215628868	95% CI: 0.26 - 1.22	13	35
MAPRE3	0.184213215853286	0.622261801934228	95% CI: 0.3 - 1.28	24	24
SCG3	0.184273185542688	0.620548372162486	95% CI: 0.3 - 1.27	24	24
AC009065.4	0.184282300532753	1.58637016175854	95% CI: 0.77 - 3.28	24	24
HTRA3	0.184303404509485	1.605349365679	95% CI: 0.78 - 3.3	24	24
ZDHHC12	0.184308123464888	1.61484191897546	95% CI: 0.79 - 3.3	24	24
RGL2	0.184387931382525	1.59022087290859	95% CI: 0.77 - 3.28	24	24
AL391988.1	0.184431923191504	1.61254183706547	95% CI: 0.79 - 3.3	24	24
DPYSL5	0.184432709084433	0.619435036063818	95% CI: 0.3 - 1.27	20	28
AC010127.1	0.184442376391337	0.602837570451154	95% CI: 0.29 - 1.25	17	31
RHBDF2	0.184471072118945	1.61506786513062	95% CI: 0.79 - 3.31	24	24
RAP2C	0.184479437039009	1.5897255075188	95% CI: 0.77 - 3.28	24	24
AC009120.5	0.184487741365522	1.58972428922016	95% CI: 0.76 - 3.32	22	26
TGFB1	0.184565079988873	1.60370311647986	95% CI: 0.78 - 3.29	24	24
THSD4	0.184595637492503	1.61102372205372	95% CI: 0.79 - 3.3	24	24
AC010809.1	0.184617293029244	1.58449469135617	95% CI: 0.77 - 3.27	24	24
AC010761.1	0.184640562983369	1.61450044714305	95% CI: 0.79 - 3.3	24	24
C7orf65	0.184663628058654	0.405103545931073	95% CI: 0.15 - 1.1	8	40
C1orf100	0.184669792081531	1.62758043255555	95% CI: 0.8 - 3.33	24	24
SLC7A6OS	0.184758782497893	1.56220091965879	95% CI: 0.76 - 3.22	24	24
BMI1	0.184770788349351	1.60528957623431	95% CI: 0.78 - 3.3	24	24
CDK9	0.184823869696542	1.58477303244309	95% CI: 0.77 - 3.27	24	24
GDPD5	0.184843349763739	1.60213305171401	95% CI: 0.78 - 3.29	24	24
WASIR1	0.184843431002844	1.77936893841851	95% CI: 0.6 - 5.29	7	41
SIRT7	0.184880366038931	1.60099148185657	95% CI: 0.78 - 3.29	24	24
AC129102.1	0.184915262135896	0.470384405431652	95% CI: 0.19 - 1.17	10	38
DNASE1	0.184917555999666	1.58601598442318	95% CI: 0.77 - 3.28	24	24
C7orf26	0.184956014825581	1.60489332972954	95% CI: 0.78 - 3.3	24	24
MRPL53	0.18497752246379	1.58974970822205	95% CI: 0.77 - 3.26	24	24
TECR	0.184999834874841	1.60854059332027	95% CI: 0.79 - 3.29	24	24
SOST	0.185002545045355	1.59470533816223	95% CI: 0.74 - 3.43	20	28
C12orf76	0.185039810966782	1.5810118939092	95% CI: 0.77 - 3.24	24	24
LINC02363	0.185140355636084	1.59376456278575	95% CI: 0.78 - 3.27	24	24
CEP131	0.185180131244036	1.60284722147974	95% CI: 0.78 - 3.29	24	24
UTP11	0.185204395811384	1.6128941862763	95% CI: 0.79 - 3.3	24	24
ITGA6	0.185212963416724	1.60156834071162	95% CI: 0.78 - 3.28	24	24
BORCS6	0.185218240902096	1.58031751418921	95% CI: 0.76 - 3.29	24	24
SIRPA	0.185248884029799	1.60331553721661	95% CI: 0.78 - 3.29	24	24
AC211476.2	0.185273289279121	1.59238365590827	95% CI: 0.78 - 3.27	24	24
MANEA	0.185321712222103	1.56507384637462	95% CI: 0.75 - 3.26	24	24
AC002558.2	0.185340094806631	1.58066261977744	95% CI: 0.75 - 3.34	20	28
NDC80	0.185352709133973	1.61297301456722	95% CI: 0.79 - 3.3	24	24
USP35	0.185353032147933	1.56640798587992	95% CI: 0.75 - 3.26	24	24
TLCD1	0.185421493501243	1.61319507945557	95% CI: 0.79 - 3.3	24	24
AC138305.1	0.185425313203503	1.6019191622995	95% CI: 0.78 - 3.28	24	24
AC007787.1	0.185449281461813	0.294428048877847	95% CI: 0.09 - 0.95	4	44
AC104407.1	0.185449281461813	0.294428048877847	95% CI: 0.09 - 0.95	4	44
LINC02261	0.185449281461813	0.294428048877847	95% CI: 0.09 - 0.95	4	44
AL365214.2	0.185449488581626	0.62325768765459	95% CI: 0.3 - 1.28	24	24
AL669970.1	0.185450719857851	0.400398624179172	95% CI: 0.15 - 1.09	6	42
SLC8B1	0.185456147292406	1.58716028910805	95% CI: 0.77 - 3.28	24	24
AC009061.1	0.185537043091302	1.59413880705	95% CI: 0.75 - 3.37	21	27
LAMC1-AS1	0.185559220535675	0.621798484855469	95% CI: 0.3 - 1.27	24	24
TMEM26	0.185627126913708	1.60384090520878	95% CI: 0.78 - 3.29	24	24
AC006064.3	0.185644364650547	1.55813569992296	95% CI: 0.76 - 3.21	24	24
HERC1	0.185645410946426	1.58814161360917	95% CI: 0.77 - 3.28	24	24
EDN3	0.185700818974536	0.629376357818039	95% CI: 0.3 - 1.3	24	24
GPR180	0.185704206263382	1.60899099410024	95% CI: 0.79 - 3.29	24	24
CEP250	0.185816282097196	1.58439463084091	95% CI: 0.77 - 3.27	24	24
ERH	0.18587007995986	1.61075005102056	95% CI: 0.79 - 3.3	24	24
AC009063.2	0.185905870275467	0.512991022722961	95% CI: 0.22 - 1.2	8	40
CDK5	0.18605842452748	1.61223500489805	95% CI: 0.79 - 3.3	24	24
PREPL	0.186058681606891	1.58630979388392	95% CI: 0.76 - 3.31	24	24
CDKL1	0.186063833281713	1.61182749986701	95% CI: 0.79 - 3.3	24	24
HIRA	0.186210120861634	1.62136814429083	95% CI: 0.79 - 3.32	24	24
TSNARE1	0.186222663855199	1.61176920396558	95% CI: 0.79 - 3.3	24	24
RIOX1	0.186240622693562	1.60777115964877	95% CI: 0.79 - 3.29	24	24
GAL3ST2	0.186243506939546	1.59371049481883	95% CI: 0.77 - 3.29	24	24
AC092279.1	0.186288278306338	1.57021905679168	95% CI: 0.76 - 3.24	24	24
AL158832.1	0.186306702465845	1.72530998004894	95% CI: 0.63 - 4.7	11	37
APLF	0.186380275368141	1.5810933007956	95% CI: 0.77 - 3.26	24	24
AC096711.2	0.186405338218397	0.404727975612842	95% CI: 0.15 - 1.1	6	42
LGALS9B	0.186405527048002	1.58351123752831	95% CI: 0.77 - 3.27	24	24
UVSSA	0.186439875208022	1.59365172457215	95% CI: 0.78 - 3.27	24	24
RAPGEFL1	0.186460901722561	1.62280054371944	95% CI: 0.79 - 3.32	24	24
JAM2	0.18647935274555	0.626925962005613	95% CI: 0.31 - 1.29	24	24
AC079922.2	0.186505408333587	1.59556501964096	95% CI: 0.78 - 3.28	24	24
CERS5	0.186520739042513	1.60182468120311	95% CI: 0.78 - 3.29	24	24
ZNF268	0.18653305296894	1.6002995248183	95% CI: 0.78 - 3.29	24	24
AC016394.2	0.186548545589092	1.58826125922611	95% CI: 0.77 - 3.26	24	24
ARSJ	0.186549135578989	1.59417948844847	95% CI: 0.78 - 3.27	24	24
AC008083.1	0.186550505523147	1.59766082602501	95% CI: 0.77 - 3.3	21	27
ZNF222	0.186558971125077	1.59462256175114	95% CI: 0.77 - 3.29	24	24
IER3-AS1	0.186575725240829	1.59945454544571	95% CI: 0.78 - 3.28	24	24
ID4	0.186611314524523	0.626171918395937	95% CI: 0.31 - 1.29	24	24
AC008063.2	0.186644928868117	1.95599743767165	95% CI: 0.49 - 7.75	5	43
AKIRIN2	0.186646712890638	1.59312037986887	95% CI: 0.78 - 3.27	24	24
ZUP1	0.186730874389863	1.60946417927955	95% CI: 0.79 - 3.29	24	24
AL390067.1	0.186754657609064	1.59561440407877	95% CI: 0.74 - 3.43	18	30
ZRSR2	0.186759795955127	1.59269928832252	95% CI: 0.77 - 3.29	24	24
FO393401.1	0.186809346358717	1.58952348918479	95% CI: 0.77 - 3.28	24	24
BNIP3L	0.186821148585349	1.59237490399079	95% CI: 0.77 - 3.29	24	24
KPNA1	0.186857233025016	1.58682187353138	95% CI: 0.77 - 3.26	24	24
AMPD1	0.186868645951427	1.59507188076771	95% CI: 0.77 - 3.3	24	24
SAMD12	0.186881004190019	1.60887656227753	95% CI: 0.79 - 3.29	24	24
HSD17B6	0.186884023392026	1.58198310457886	95% CI: 0.77 - 3.25	24	24
AC021054.1	0.186923634651152	1.5664215430206	95% CI: 0.75 - 3.26	24	24
UBL4A	0.187037322861066	1.59836841458005	95% CI: 0.78 - 3.28	24	24
CCAR1	0.187038300129075	1.60921388429332	95% CI: 0.79 - 3.29	24	24
MLLT10	0.187040876621386	1.59423642123343	95% CI: 0.78 - 3.27	24	24
EYS	0.187051690903101	1.59743557275509	95% CI: 0.78 - 3.28	24	24
ZNF667	0.187065179434377	1.58236751196257	95% CI: 0.76 - 3.3	24	24
RELA	0.187071292507917	1.59548772933827	95% CI: 0.77 - 3.3	24	24
AL121992.3	0.187072674974402	1.618190911909	95% CI: 0.72 - 3.65	14	34
GCKR	0.18708010157212	1.59703802085905	95% CI: 0.78 - 3.28	24	24
POLE2	0.18712607439329	1.59878994029782	95% CI: 0.78 - 3.27	24	24
RBM15	0.187187273893141	1.61005876698554	95% CI: 0.79 - 3.29	24	24
SMIM7	0.187209197459663	1.60497107721494	95% CI: 0.78 - 3.28	24	24
CUL4A	0.187255385132822	1.61010653270273	95% CI: 0.79 - 3.3	24	24
LINC02207	0.187301198387789	1.55927492332893	95% CI: 0.74 - 3.29	24	24
GABPB1	0.187323012261744	1.59981345315799	95% CI: 0.78 - 3.28	24	24
CAPS	0.18738506116756	1.62053088482597	95% CI: 0.79 - 3.32	24	24
LSM1	0.187394580325481	0.624025670795266	95% CI: 0.3 - 1.28	24	24
PTPRO	0.187420971671663	1.59712861267832	95% CI: 0.78 - 3.28	24	24
ELP6	0.187437054717378	1.62189740261316	95% CI: 0.79 - 3.32	24	24
AL445363.1	0.187454724197163	0.465766829042992	95% CI: 0.19 - 1.15	7	41
AC025262.1	0.187468780495917	1.714822193891	95% CI: 0.63 - 4.66	10	38
CYB561D1	0.187514584537381	1.58406962480153	95% CI: 0.77 - 3.27	24	24
NAB2	0.187547435394212	1.59766996684605	95% CI: 0.78 - 3.28	24	24
LINC01229	0.187588077042423	0.61111633492071	95% CI: 0.3 - 1.25	21	27
PRR13	0.187618681980031	1.6065638368017	95% CI: 0.79 - 3.29	24	24
LDHD	0.187629102883365	1.5918248085388	95% CI: 0.78 - 3.27	24	24
RUNDC3B	0.187664767648311	0.626207172696112	95% CI: 0.31 - 1.29	24	24
AC004921.1	0.187706357215174	1.56158231383111	95% CI: 0.75 - 3.25	24	24
AC027307.2	0.187737623477965	1.59746399938326	95% CI: 0.78 - 3.28	24	24
KANSL1L	0.187816578984076	1.59176210236485	95% CI: 0.78 - 3.27	24	24
AL132639.2	0.187850293282752	1.58964443962606	95% CI: 0.77 - 3.28	24	24
LINC02404	0.187907226902995	0.622054183358904	95% CI: 0.3 - 1.27	22	26
ZNF485	0.187910416269559	1.60285242979562	95% CI: 0.78 - 3.28	24	24
LHX9	0.187977797004535	1.56634186846107	95% CI: 0.75 - 3.26	24	24
SNRPA1	0.188015303178624	1.59975096557677	95% CI: 0.78 - 3.28	24	24
AL160291.1	0.188041788940843	0.592676249298559	95% CI: 0.28 - 1.24	15	33
AL390760.1	0.188057033350824	2.11856901785883	95% CI: 0.41 - 10.97	6	42
SRSF10	0.188142475233666	1.59883407984504	95% CI: 0.78 - 3.28	24	24
AL121890.2	0.188199267716951	0.593456250820577	95% CI: 0.28 - 1.24	16	32
LINC01699	0.188201115760546	2.14242015403146	95% CI: 0.41 - 11.19	3	45
OSBPL8	0.188207759088823	1.58352609306935	95% CI: 0.77 - 3.27	24	24
CEL	0.188213384722847	1.58555076224058	95% CI: 0.77 - 3.25	24	24
HIGD2A	0.188251437041439	0.629415479219398	95% CI: 0.31 - 1.29	24	24
TMEM78	0.188345326866257	1.841130341993	95% CI: 0.55 - 6.14	6	42
RARA-AS1	0.188391549302298	1.59872839598206	95% CI: 0.78 - 3.28	24	24
AC010203.2	0.188483074207978	0.622915325578891	95% CI: 0.3 - 1.27	24	24
SSMEM1	0.188550941521925	0.405015238233674	95% CI: 0.15 - 1.1	6	42
PROB1	0.188563601161636	1.59164053047832	95% CI: 0.77 - 3.29	24	24
AC011511.4	0.188583160763807	0.539582443920589	95% CI: 0.24 - 1.21	11	37
MICAL2	0.188611777829738	1.5846383891761	95% CI: 0.77 - 3.27	24	24
ZNF573	0.188687910281742	1.57789091902583	95% CI: 0.76 - 3.29	24	24
TMUB2	0.188694258267956	1.60611890334451	95% CI: 0.78 - 3.29	24	24
AC021218.1	0.188824668169429	1.62037123065204	95% CI: 0.79 - 3.32	24	24
SH2B1	0.188828188631927	1.59357793604956	95% CI: 0.78 - 3.27	24	24
ZBTB43	0.188885721742365	1.59726187957994	95% CI: 0.78 - 3.28	24	24
AL162274.2	0.188895867278049	1.60277080305745	95% CI: 0.78 - 3.28	24	24
UBXN10	0.188956740015342	1.60588732139663	95% CI: 0.78 - 3.29	24	24
GPR176	0.189016600437666	1.59057079816911	95% CI: 0.77 - 3.29	24	24
AC136475.2	0.18903654546496	1.58164134508588	95% CI: 0.77 - 3.27	24	24
AC055764.1	0.189053946107606	0.586494083584624	95% CI: 0.28 - 1.25	15	33
SNX11	0.18905615469411	1.59265163194014	95% CI: 0.78 - 3.27	24	24
FOXD1	0.189093064538997	1.60324829950029	95% CI: 0.78 - 3.28	24	24
PRDM2	0.189119718122909	1.59066741302265	95% CI: 0.77 - 3.29	24	24
BHLHE40-AS1	0.189127490654518	1.58756848755457	95% CI: 0.77 - 3.28	24	24
LINC02302	0.189137441985461	0.593287675550765	95% CI: 0.28 - 1.24	16	32
RBM12	0.189150259945876	1.59835391461771	95% CI: 0.78 - 3.28	24	24
MAS1	0.18917009653821	1.65675800459248	95% CI: 0.68 - 4.02	12	36
SCRN1	0.189172995925896	1.59747277390843	95% CI: 0.78 - 3.28	24	24
AC137834.1	0.189178582660305	0.511096247807577	95% CI: 0.22 - 1.19	9	39
SYT15	0.189228172371663	1.59091986847018	95% CI: 0.77 - 3.29	24	24
FUK	0.189251444697083	1.6068194877284	95% CI: 0.79 - 3.29	24	24
AL009178.2	0.189275115200356	1.59647441195364	95% CI: 0.78 - 3.28	24	24
LINC00528	0.189295457326247	1.59092324216946	95% CI: 0.77 - 3.29	24	24
MAP2	0.189298149595421	1.56935033585699	95% CI: 0.76 - 3.24	24	24
AC091544.5	0.189306996882646	1.66702707057673	95% CI: 0.66 - 4.24	14	34
AC097662.1	0.189373802194466	1.57223372999193	95% CI: 0.76 - 3.25	24	24
RTBDN	0.189400191576215	1.57363127934384	95% CI: 0.75 - 3.32	20	28
OSMR-AS1	0.189420635417137	0.626444437309943	95% CI: 0.31 - 1.28	24	24
BX293535.1	0.189489459471309	1.58874482040032	95% CI: 0.77 - 3.26	24	24
AC012377.1	0.1895308334857	1.60999337548086	95% CI: 0.69 - 3.74	13	35
AC073335.2	0.189625997807736	1.60558250730452	95% CI: 0.78 - 3.29	24	24
AL139351.1	0.18967900536051	1.83634557588479	95% CI: 0.55 - 6.11	7	41
DCP1B	0.189732678754649	1.56586410371046	95% CI: 0.76 - 3.23	24	24
WDR6	0.18985484262424	1.59427973627321	95% CI: 0.78 - 3.27	24	24
RPTN	0.189950953369509	0.510054812082536	95% CI: 0.22 - 1.19	9	39
UBE2Q2L	0.189987475022686	0.624115659819084	95% CI: 0.3 - 1.28	24	24
FBXO24	0.190061002254628	1.60454589457415	95% CI: 0.78 - 3.28	24	24
LCTL	0.190106340963878	1.57973148846231	95% CI: 0.77 - 3.26	24	24
MINDY2	0.190222456490078	1.58049759255689	95% CI: 0.77 - 3.26	24	24
PRKN	0.190279032013595	1.5797651488268	95% CI: 0.76 - 3.29	24	24
AC069148.1	0.190300803016405	1.59422710234137	95% CI: 0.78 - 3.26	24	24
SRP14-AS1	0.190330997551641	1.58772925208872	95% CI: 0.77 - 3.26	24	24
USP2	0.190339434447201	0.628188599547187	95% CI: 0.31 - 1.29	24	24
GMEB1	0.19034365671971	1.59443924860429	95% CI: 0.78 - 3.27	24	24
MACF1	0.190404020357602	1.58249409974438	95% CI: 0.77 - 3.27	24	24
AL031728.1	0.190495400033017	1.57833497099356	95% CI: 0.76 - 3.26	24	24
SLC37A2	0.190526977675867	1.57870787588607	95% CI: 0.76 - 3.26	24	24
SERTAD4-AS1	0.190534081976931	1.58849307655325	95% CI: 0.77 - 3.28	24	24
AC004865.2	0.190577616989616	1.59610148080478	95% CI: 0.78 - 3.28	24	24
LINC01691	0.190578478395609	0.619049418236526	95% CI: 0.3 - 1.27	21	27
ADNP2	0.1905924388087	1.59488909981499	95% CI: 0.78 - 3.27	24	24
AC025166.1	0.190600107595441	1.62206731113223	95% CI: 0.7 - 3.77	13	35
LHPP	0.190637485115432	1.59323680702078	95% CI: 0.78 - 3.27	24	24
ECSCR	0.190676517143429	0.627491023293834	95% CI: 0.31 - 1.29	24	24
PTPN20	0.190682393905834	1.59165455187057	95% CI: 0.78 - 3.27	24	24
TRABD	0.190733973450444	1.61385631009552	95% CI: 0.79 - 3.3	24	24
F8A3	0.190783712829475	1.58271319072534	95% CI: 0.77 - 3.25	24	24
SEPT4-AS1	0.190787259724915	1.59928979592889	95% CI: 0.78 - 3.27	24	24
AC006042.4	0.190885722628341	0.607022961246691	95% CI: 0.29 - 1.26	20	28
LINC02408	0.190903282245875	1.58764660832163	95% CI: 0.77 - 3.26	24	24
PSMD3	0.190912858454409	1.59341109293207	95% CI: 0.78 - 3.27	24	24
CCDC91	0.19091899327408	1.58175700094806	95% CI: 0.77 - 3.27	24	24
C11orf91	0.190934653056121	0.628856442002103	95% CI: 0.31 - 1.29	24	24
TMX3	0.190947999970851	1.55506245488658	95% CI: 0.75 - 3.24	24	24
LYNX1	0.190995368454232	1.58599611187605	95% CI: 0.77 - 3.28	24	24
CLEC5A	0.191097710866367	1.5840904697897	95% CI: 0.77 - 3.27	24	24
NFKBIB	0.191119132961349	1.5986652730021	95% CI: 0.78 - 3.27	24	24
AC100812.1	0.191130127192396	1.60960133297424	95% CI: 0.69 - 3.73	15	33
CGA	0.191207151249445	0.51080225812526	95% CI: 0.22 - 1.19	12	36
NRL	0.191217764118528	0.633231462760548	95% CI: 0.31 - 1.31	24	24
NPHP4	0.191274921807865	0.632215393193346	95% CI: 0.31 - 1.31	24	24
LINC00106	0.191374956238383	1.5925514299924	95% CI: 0.78 - 3.27	24	24
LEPROT	0.191404256858949	1.58806028011009	95% CI: 0.77 - 3.28	24	24
LUC7L3	0.191474117225253	1.59293111864225	95% CI: 0.78 - 3.27	24	24
HEMGN	0.191521562152935	1.57667729582247	95% CI: 0.72 - 3.45	19	29
TCTEX1D2	0.191552543528383	1.61204546034864	95% CI: 0.79 - 3.3	24	24
BDNF	0.191579074821303	0.642077371516288	95% CI: 0.31 - 1.32	24	24
AC005842.1	0.191590358260531	1.58356548529079	95% CI: 0.77 - 3.27	24	24
AL033397.2	0.19163497876088	0.628766244397266	95% CI: 0.31 - 1.29	24	24
AL139246.3	0.191723317773745	1.59999420851123	95% CI: 0.78 - 3.27	24	24
AC107419.1	0.191762677999907	0.409110914659734	95% CI: 0.15 - 1.12	7	41
SCEL	0.191792706775466	1.58274153197094	95% CI: 0.77 - 3.25	24	24
CFDP1	0.191793950813307	1.60656020576279	95% CI: 0.79 - 3.29	24	24
ERICH1	0.191797688581459	0.636015138543623	95% CI: 0.31 - 1.31	24	24
PSMB10	0.191810293271086	1.58363709642084	95% CI: 0.77 - 3.25	24	24
AL731537.1	0.191868871612565	0.58406387621832	95% CI: 0.27 - 1.24	15	33
AC087392.3	0.191929757249451	1.59251583805476	95% CI: 0.78 - 3.27	24	24
COLGALT2	0.191931070217361	1.55268309792471	95% CI: 0.75 - 3.23	24	24
DGKA	0.191936041244896	1.57845581167422	95% CI: 0.76 - 3.26	24	24
PRKAR1A	0.191942097870339	1.57643799120247	95% CI: 0.76 - 3.29	24	24
AC069200.1	0.19200647341245	1.5748992474701	95% CI: 0.77 - 3.23	24	24
AC013394.1	0.192085146385235	0.627518221359364	95% CI: 0.31 - 1.29	24	24
LINC01365	0.192120196448554	2.43774585146355	95% CI: 0.28 - 20.96	3	45
AL445673.1	0.192205606462254	1.59931483362491	95% CI: 0.73 - 3.51	16	32
AGPAT3	0.192252874363347	1.58378212212346	95% CI: 0.77 - 3.25	24	24
ARNTL2-AS1	0.192295369932656	0.623593286528709	95% CI: 0.3 - 1.28	19	29
PLEKHA6	0.192296147641678	1.59280565632504	95% CI: 0.78 - 3.27	24	24
MTERF3	0.19230690350275	1.60856430097508	95% CI: 0.79 - 3.29	24	24
LINC01523	0.192368036225759	1.8409247392441	95% CI: 0.55 - 6.13	5	43
RNF2	0.192425844560231	1.57525217611369	95% CI: 0.76 - 3.25	24	24
LTC4S	0.192434409265331	1.57466939971831	95% CI: 0.76 - 3.25	24	24
AC082651.4	0.19245441007387	2.45198118350257	95% CI: 0.28 - 21.21	2	46
AC104417.2	0.19245441007387	2.45198118350257	95% CI: 0.28 - 21.21	2	46
AC106870.1	0.19245441007387	2.45198118350257	95% CI: 0.28 - 21.21	2	46
AC125494.3	0.19245441007387	2.45198118350257	95% CI: 0.28 - 21.21	2	46
AL590490.1	0.19245441007387	2.45198118350257	95% CI: 0.28 - 21.21	2	46
AL590705.2	0.19245441007387	2.45198118350257	95% CI: 0.28 - 21.21	2	46
KRTAP1-3	0.19245441007387	2.45198118350257	95% CI: 0.28 - 21.21	2	46
LINC01665	0.19245441007387	2.45198118350257	95% CI: 0.28 - 21.21	2	46
AIG1	0.192466746208682	1.59634237045584	95% CI: 0.78 - 3.27	24	24
PAM16	0.192521893976164	1.57361875387983	95% CI: 0.77 - 3.23	24	24
NSUN3	0.192523638246842	1.56730541836909	95% CI: 0.76 - 3.23	24	24
IRF6	0.192568632447783	1.59194947447239	95% CI: 0.78 - 3.27	24	24
AL035427.1	0.192601753188088	1.76945719787929	95% CI: 0.6 - 5.24	8	40
GPR61	0.192631630528435	1.55794287173917	95% CI: 0.75 - 3.24	24	24
ASIC4	0.192633185008251	1.61373595030279	95% CI: 0.79 - 3.3	24	24
MYL6	0.192651732010599	0.625634515655246	95% CI: 0.31 - 1.28	24	24
AP005057.1	0.19266769644754	2.11197942903875	95% CI: 0.41 - 10.91	4	44
MRPS7	0.192695946532075	1.59090024456066	95% CI: 0.78 - 3.27	24	24
HEATR9	0.192705428508771	1.59176558100479	95% CI: 0.78 - 3.27	24	24
AC009365.3	0.192722599157081	1.64999469329962	95% CI: 0.68 - 4	10	38
AC006305.2	0.192773599744524	0	95% CI: 0 - 0	2	46
AC091564.2	0.192773599744524	0	95% CI: 0 - 0	2	46
AL161751.1	0.192773599744524	0	95% CI: 0 - 0	2	46
AL354864.1	0.192773599744524	0	95% CI: 0 - 0	2	46
WASF3-AS1	0.192773599744524	0	95% CI: 0 - 0	2	46
WDR61	0.192774254322602	1.58433737036152	95% CI: 0.77 - 3.25	24	24
TRIM66	0.192778930861991	1.59273688747563	95% CI: 0.78 - 3.27	24	24
TRPM5	0.192784467453463	0.635851395907784	95% CI: 0.31 - 1.31	24	24
ADAM10	0.19287212213987	1.575004450872	95% CI: 0.76 - 3.25	24	24
LEO1	0.192901159818893	1.58383143454337	95% CI: 0.77 - 3.25	24	24
TSSK6	0.192911893572999	1.57799306478988	95% CI: 0.77 - 3.24	24	24
LINC01800	0.192940286150439	1.62717633286782	95% CI: 0.7 - 3.78	15	33
AC006299.1	0.192958278399594	1.59182947573382	95% CI: 0.78 - 3.27	24	24
AC092634.3	0.19296922125088	1.60785817195019	95% CI: 0.69 - 3.73	15	33
ZDHHC13	0.193037901946724	1.59950121028314	95% CI: 0.78 - 3.27	24	24
ZNF613	0.193082624017566	1.57282331398926	95% CI: 0.76 - 3.25	24	24
STX5	0.193154187674747	1.58889548923748	95% CI: 0.77 - 3.26	24	24
NPRL3	0.193160620051747	1.5735981638556	95% CI: 0.77 - 3.23	24	24
MAST2	0.193187525202898	1.59967971726661	95% CI: 0.78 - 3.27	24	24
AL121578.3	0.193197622953981	1.66763048452928	95% CI: 0.66 - 4.24	11	37
ZDBF2	0.193219275819051	1.5721488482967	95% CI: 0.75 - 3.28	24	24
SEMA4F	0.193244634696715	1.57461637664647	95% CI: 0.77 - 3.23	24	24
EFNB3	0.193264882156124	1.58908216423069	95% CI: 0.77 - 3.26	24	24
PEX2	0.193285873116005	1.58693417627007	95% CI: 0.77 - 3.26	24	24
LRRC27	0.193327704001805	1.59940326776969	95% CI: 0.78 - 3.27	24	24
RBM41	0.193331211665915	1.58876536309391	95% CI: 0.78 - 3.25	24	24
HOXB5	0.193332871267415	1.58648094240552	95% CI: 0.78 - 3.25	24	24
C5orf15	0.19347645188727	1.58431373454106	95% CI: 0.77 - 3.27	24	24
LINC01144	0.19349003290586	1.5811989682164	95% CI: 0.77 - 3.24	24	24
CUL3	0.193522498658379	1.58979121338385	95% CI: 0.77 - 3.26	24	24
Z97056.1	0.193525605724637	1.64696802363568	95% CI: 0.68 - 3.99	11	37
